SK_ID_CURR,Âge (ans),Sexe,Statut familial,Nbre enfants,Niveau éducation,Type revenu,Ancienneté emploi,Revenus ($)
393884,40,Féminin,Married,0,Secondary / secondary special,Working,0,180000.0
393886,59,Féminin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
393892,44,Masculin,Married,0,Secondary / secondary special,Commercial associate,5,315000.0
393894,44,Masculin,Separated,1,Secondary / secondary special,Working,14,270000.0
393902,35,Féminin,Married,2,Secondary / secondary special,Working,14,108000.0
393909,51,Masculin,Married,1,Secondary / secondary special,Working,4,135000.0
393910,41,Féminin,Separated,0,Secondary / secondary special,Working,5,121500.0
393911,38,Masculin,Married,0,Secondary / secondary special,Working,4,225000.0
393934,36,Féminin,Married,2,Secondary / secondary special,Commercial associate,1,157500.0
393936,57,Masculin,Married,0,Secondary / secondary special,Commercial associate,4,157500.0
393939,65,Féminin,Married,0,Secondary / secondary special,Pensioner,0,180000.0
393940,56,Féminin,Married,0,Secondary / secondary special,Pensioner,0,85500.0
393943,57,Masculin,Civil marriage,0,Secondary / secondary special,Working,9,247500.0
393946,54,Féminin,Married,0,Secondary / secondary special,Pensioner,0,94500.0
393950,64,Féminin,Married,0,Secondary / secondary special,Pensioner,0,135000.0
393953,32,Masculin,Married,0,Higher education,State servant,9,112500.0
393959,36,Masculin,Civil marriage,0,Secondary / secondary special,Working,3,135000.0
393974,62,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,36202.5
393980,31,Masculin,Married,0,Secondary / secondary special,Working,4,157500.0
393983,51,Féminin,Married,0,Secondary / secondary special,Commercial associate,1,72000.0
393985,49,Masculin,Civil marriage,0,Secondary / secondary special,Working,21,90000.0
393992,44,Féminin,Married,1,Higher education,Commercial associate,3,216000.0
393995,54,Féminin,Civil marriage,0,Secondary / secondary special,State servant,33,121500.0
394008,44,Masculin,Separated,1,Secondary / secondary special,Working,0,90000.0
394010,37,Féminin,Single / not married,0,Higher education,Commercial associate,4,225000.0
394022,36,Féminin,Married,0,Higher education,Commercial associate,3,270000.0
394062,67,Masculin,Separated,0,Higher education,Pensioner,0,202500.0
394063,56,Féminin,Single / not married,0,Secondary / secondary special,Pensioner,0,67500.0
394066,58,Féminin,Married,0,Secondary / secondary special,Pensioner,0,157500.0
394069,48,Masculin,Married,0,Secondary / secondary special,Working,1,225000.0
394071,23,Masculin,Married,1,Secondary / secondary special,Working,2,121500.0
394082,30,Féminin,Married,0,Secondary / secondary special,Working,4,135000.0
394087,38,Féminin,Married,2,Secondary / secondary special,Commercial associate,5,157500.0
394095,50,Féminin,Married,0,Higher education,Working,31,112500.0
394097,36,Masculin,Separated,0,Secondary / secondary special,State servant,6,180000.0
394106,41,Féminin,Married,0,Secondary / secondary special,Working,7,225000.0
394113,40,Masculin,Married,2,Incomplete higher,Working,0,180000.0
394115,46,Féminin,Married,1,Secondary / secondary special,Working,23,157500.0
394125,39,Masculin,Married,3,Higher education,Working,12,288000.0
394131,36,Féminin,Single / not married,0,Higher education,Working,11,112500.0
394132,34,Masculin,Married,0,Secondary / secondary special,Working,1,112500.0
394141,36,Féminin,Married,2,Secondary / secondary special,Working,5,247500.0
394145,50,Féminin,Married,0,Secondary / secondary special,Working,4,90000.0
394153,24,Masculin,Married,1,Secondary / secondary special,Working,2,175500.0
394159,51,Féminin,Married,0,Secondary / secondary special,Working,4,103500.0
394180,30,Féminin,Married,2,Higher education,Working,2,135000.0
394186,30,Masculin,Married,1,Higher education,Working,2,247500.0
394200,38,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,0,135000.0
394203,42,Féminin,Single / not married,1,Secondary / secondary special,State servant,6,112500.0
394210,60,Masculin,Single / not married,0,Secondary / secondary special,Pensioner,0,157500.0
394214,22,Masculin,Single / not married,0,Secondary / secondary special,Working,3,112500.0
394218,55,Masculin,Married,0,Secondary / secondary special,Pensioner,0,90000.0
394231,31,Féminin,Single / not married,1,Secondary / secondary special,Working,2,243000.0
394240,24,Féminin,Married,1,Secondary / secondary special,Working,5,112500.0
394248,49,Masculin,Married,0,Secondary / secondary special,Commercial associate,12,247500.0
394249,54,Féminin,Married,0,Higher education,Commercial associate,15,270000.0
394254,50,Masculin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
394264,30,Féminin,Married,2,Secondary / secondary special,Commercial associate,0,77787.0
394267,49,Féminin,Married,0,Secondary / secondary special,Working,21,67500.0
394269,37,Masculin,Single / not married,0,Secondary / secondary special,Commercial associate,4,112500.0
394275,24,Masculin,Married,1,Secondary / secondary special,Working,3,112500.0
394289,39,Féminin,Married,0,Secondary / secondary special,State servant,6,112500.0
394295,63,Féminin,Separated,0,Secondary / secondary special,Pensioner,0,31500.0
394305,23,Masculin,Married,1,Secondary / secondary special,Working,1,189000.0
394308,27,Féminin,Married,0,Higher education,Commercial associate,3,630000.0
394317,42,Masculin,Married,0,Higher education,Commercial associate,14,427500.0
394323,32,Féminin,Single / not married,2,Secondary / secondary special,Commercial associate,7,180000.0
394332,46,Masculin,Married,0,Higher education,Working,13,405000.0
394336,38,Féminin,Married,1,Secondary / secondary special,Commercial associate,4,67500.0
394345,27,Féminin,Married,1,Secondary / secondary special,Working,0,112500.0
394346,39,Féminin,Separated,1,Secondary / secondary special,Working,12,81000.0
394347,28,Féminin,Married,2,Higher education,Working,7,121500.0
394351,40,Féminin,Single / not married,0,Secondary / secondary special,Working,9,112500.0
394355,28,Féminin,Married,1,Secondary / secondary special,Working,4,180000.0
394360,60,Féminin,Married,0,Higher education,Pensioner,0,135000.0
394372,54,Masculin,Separated,1,Higher education,Commercial associate,13,450000.0
394373,51,Féminin,Married,0,Secondary / secondary special,Working,3,405000.0
394374,45,Féminin,Widow,0,Secondary / secondary special,Working,4,45000.0
394382,28,Masculin,Single / not married,0,Incomplete higher,Commercial associate,4,67500.0
394385,29,Masculin,Married,0,Higher education,Commercial associate,1,135000.0
394409,39,Féminin,Married,1,Higher education,Working,0,90000.0
394415,43,Féminin,Married,0,Higher education,Working,7,225000.0
394433,55,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,180000.0
394445,54,Masculin,Married,0,Higher education,Working,33,360000.0
394448,57,Masculin,Married,0,Secondary / secondary special,Pensioner,0,135000.0
394451,30,Masculin,Single / not married,0,Secondary / secondary special,Working,3,135000.0
394467,60,Masculin,Married,0,Secondary / secondary special,Working,9,427500.0
394471,31,Féminin,Married,0,Secondary / secondary special,Commercial associate,10,157500.0
394473,41,Féminin,Married,0,Secondary / secondary special,Working,4,112500.0
394474,35,Féminin,Married,2,Secondary / secondary special,Working,1,103500.0
394476,30,Féminin,Married,0,Higher education,Working,0,180000.0
394492,38,Masculin,Married,1,Secondary / secondary special,Working,4,202500.0
394502,37,Masculin,Single / not married,1,Secondary / secondary special,Commercial associate,6,117000.0
394506,46,Masculin,Married,0,Secondary / secondary special,Commercial associate,6,382500.0
394510,40,Masculin,Married,1,Secondary / secondary special,Working,15,301500.0
394515,49,Féminin,Married,0,Higher education,Working,17,247500.0
394535,30,Féminin,Married,1,Secondary / secondary special,Commercial associate,1,198000.0
394537,22,Masculin,Single / not married,0,Incomplete higher,Working,1,135000.0
394539,37,Féminin,Married,1,Secondary / secondary special,Working,5,90000.0
394541,55,Masculin,Married,0,Secondary / secondary special,Working,5,270000.0
394564,23,Masculin,Civil marriage,0,Secondary / secondary special,Working,3,135000.0
394567,59,Féminin,Widow,0,Secondary / secondary special,State servant,6,301500.0
394568,64,Féminin,Civil marriage,0,Secondary / secondary special,Pensioner,0,112500.0
394571,50,Masculin,Married,0,Secondary / secondary special,Working,7,270000.0
394576,55,Féminin,Married,0,Secondary / secondary special,Pensioner,0,202500.0
394579,48,Masculin,Married,1,Secondary / secondary special,Working,10,247500.0
394585,48,Féminin,Married,0,Higher education,Commercial associate,2,90000.0
394588,46,Féminin,Married,3,Higher education,State servant,28,292500.0
394606,27,Féminin,Single / not married,0,Secondary / secondary special,Working,4,67500.0
394623,64,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,112500.0
394632,39,Masculin,Single / not married,2,Secondary / secondary special,Working,0,270000.0
394635,45,Féminin,Married,1,Secondary / secondary special,Working,10,126000.0
394642,37,Masculin,Married,1,Higher education,Working,2,270000.0
394653,45,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,24,90000.0
394689,43,Féminin,Separated,0,Higher education,Working,8,157500.0
394695,40,Féminin,Married,1,Secondary / secondary special,Working,0,90000.0
394699,31,Masculin,Civil marriage,0,Secondary / secondary special,Commercial associate,4,225000.0
394706,31,Masculin,Civil marriage,1,Secondary / secondary special,Working,4,135000.0
394712,32,Masculin,Married,1,Secondary / secondary special,Working,4,135000.0
394721,42,Masculin,Married,0,Secondary / secondary special,Commercial associate,0,157500.0
394722,30,Féminin,Married,1,Secondary / secondary special,Pensioner,0,81000.0
394739,48,Masculin,Married,0,Secondary / secondary special,Working,6,157500.0
394742,33,Féminin,Married,1,Higher education,Working,4,225000.0
394761,27,Masculin,Single / not married,0,Higher education,Commercial associate,0,94500.0
394775,47,Féminin,Married,1,Secondary / secondary special,Working,10,225000.0
394777,59,Féminin,Married,0,Secondary / secondary special,Working,35,112500.0
394783,53,Masculin,Married,0,Secondary / secondary special,Working,5,135000.0
394800,38,Féminin,Separated,1,Secondary / secondary special,Working,8,202500.0
394803,42,Féminin,Married,0,Secondary / secondary special,Commercial associate,5,337500.0
394804,42,Masculin,Married,1,Higher education,Pensioner,0,202500.0
394815,51,Féminin,Married,0,Higher education,Working,17,360000.0
394835,41,Masculin,Married,0,Secondary / secondary special,Working,4,382500.0
394843,35,Féminin,Married,0,Secondary / secondary special,Working,2,139500.0
394845,24,Féminin,Married,1,Incomplete higher,Commercial associate,4,157500.0
394847,51,Féminin,Widow,0,Higher education,Working,1,157500.0
394848,37,Masculin,Married,0,Secondary / secondary special,Working,4,225000.0
394850,61,Féminin,Widow,0,Secondary / secondary special,Working,2,135000.0
394857,62,Féminin,Single / not married,0,Secondary / secondary special,Pensioner,0,157500.0
394873,41,Féminin,Single / not married,0,Higher education,Commercial associate,0,270000.0
394892,32,Féminin,Single / not married,1,Higher education,Working,4,67500.0
394898,42,Féminin,Married,2,Higher education,Working,19,157500.0
394904,30,Féminin,Married,1,Secondary / secondary special,Working,11,81000.0
394918,29,Masculin,Married,0,Secondary / secondary special,Working,9,162000.0
394920,58,Féminin,Married,0,Secondary / secondary special,Pensioner,0,202500.0
394926,40,Féminin,Married,1,Secondary / secondary special,Commercial associate,13,247500.0
394927,42,Masculin,Single / not married,0,Secondary / secondary special,Working,16,157500.0
394940,48,Masculin,Married,0,Higher education,Working,7,405000.0
394942,56,Féminin,Married,0,Secondary / secondary special,Pensioner,0,90000.0
394943,59,Masculin,Married,0,Secondary / secondary special,Working,15,225000.0
394959,30,Masculin,Married,2,Secondary / secondary special,Working,2,225000.0
394977,28,Masculin,Married,0,Secondary / secondary special,Commercial associate,1,126000.0
394991,43,Féminin,Separated,0,Secondary / secondary special,Working,1,112500.0
395014,52,Féminin,Single / not married,0,Secondary / secondary special,Working,0,112500.0
395027,31,Féminin,Married,2,Higher education,Working,4,270000.0
395042,34,Masculin,Civil marriage,0,Secondary / secondary special,Commercial associate,14,157500.0
395062,24,Masculin,Married,1,Secondary / secondary special,Commercial associate,4,135000.0
395063,39,Masculin,Married,0,Lower secondary,Working,2,202500.0
395064,34,Féminin,Married,2,Secondary / secondary special,Working,8,90000.0
395076,63,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,157500.0
395085,43,Masculin,Married,0,Secondary / secondary special,Working,8,135000.0
395095,43,Féminin,Widow,0,Secondary / secondary special,Working,7,112500.0
395100,53,Masculin,Married,0,Secondary / secondary special,State servant,3,90000.0
395105,42,Masculin,Married,1,Secondary / secondary special,Working,6,225000.0
395108,49,Masculin,Married,0,Secondary / secondary special,Commercial associate,21,180000.0
395110,60,Féminin,Married,0,Secondary / secondary special,Pensioner,0,157500.0
395114,22,Masculin,Single / not married,0,Secondary / secondary special,Working,2,112500.0
395123,28,Masculin,Married,1,Higher education,Commercial associate,3,360000.0
395131,34,Féminin,Married,1,Secondary / secondary special,Working,12,112500.0
395144,41,Masculin,Married,0,Secondary / secondary special,Working,15,157500.0
395152,45,Masculin,Single / not married,0,Secondary / secondary special,Working,5,166500.0
395159,33,Masculin,Single / not married,0,Secondary / secondary special,Commercial associate,10,157500.0
395166,55,Féminin,Single / not married,0,Secondary / secondary special,Working,1,202500.0
395197,48,Féminin,Civil marriage,0,Secondary / secondary special,Working,5,270000.0
395210,45,Masculin,Married,0,Secondary / secondary special,Working,5,126000.0
395212,63,Féminin,Single / not married,0,Higher education,Pensioner,0,360000.0
395216,32,Féminin,Separated,3,Secondary / secondary special,State servant,10,135000.0
395218,29,Féminin,Civil marriage,2,Higher education,Commercial associate,8,270000.0
395224,46,Féminin,Married,0,Secondary / secondary special,Working,4,135000.0
395225,59,Féminin,Married,0,Secondary / secondary special,Pensioner,0,157500.0
395233,41,Féminin,Married,1,Secondary / secondary special,Working,0,225000.0
395237,37,Féminin,Married,2,Secondary / secondary special,Commercial associate,8,135000.0
395246,30,Féminin,Married,1,Secondary / secondary special,Commercial associate,7,166500.0
395248,40,Masculin,Married,0,Secondary / secondary special,Working,5,157500.0
395262,53,Féminin,Married,0,Secondary / secondary special,Pensioner,0,202500.0
395271,34,Féminin,Married,0,Higher education,Commercial associate,5,225000.0
395275,58,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,72000.0
395286,22,Masculin,Single / not married,0,Secondary / secondary special,Working,2,135000.0
395316,31,Féminin,Single / not married,0,Secondary / secondary special,Working,9,157500.0
395318,28,Féminin,Married,0,Secondary / secondary special,Commercial associate,9,90000.0
395328,56,Féminin,Separated,0,Secondary / secondary special,Pensioner,0,135000.0
395334,31,Masculin,Married,1,Higher education,Commercial associate,0,292500.0
395337,33,Féminin,Married,2,Secondary / secondary special,State servant,12,112500.0
395338,53,Féminin,Civil marriage,0,Higher education,State servant,0,157500.0
395346,50,Féminin,Married,0,Secondary / secondary special,Working,19,108000.0
395365,24,Masculin,Single / not married,0,Secondary / secondary special,Commercial associate,2,180000.0
395373,27,Féminin,Married,2,Incomplete higher,Working,4,99000.0
395383,33,Féminin,Married,1,Secondary / secondary special,Working,0,139500.0
395387,39,Masculin,Married,3,Secondary / secondary special,Working,4,292500.0
395391,66,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,202500.0
395401,32,Féminin,Married,2,Secondary / secondary special,Working,4,90000.0
395432,45,Féminin,Married,0,Higher education,State servant,19,166500.0
395443,30,Féminin,Married,0,Higher education,Commercial associate,2,315000.0
395447,53,Féminin,Widow,0,Secondary / secondary special,State servant,7,247500.0
395448,49,Féminin,Married,0,Secondary / secondary special,Working,12,360000.0
395450,56,Féminin,Single / not married,0,Higher education,Pensioner,0,112500.0
395456,35,Féminin,Separated,0,Higher education,Working,4,157500.0
395459,30,Masculin,Married,0,Secondary / secondary special,Working,1,157500.0
395462,59,Féminin,Married,0,Secondary / secondary special,Pensioner,0,157500.0
395488,30,Masculin,Married,0,Secondary / secondary special,Commercial associate,3,315000.0
395492,59,Féminin,Single / not married,0,Higher education,Pensioner,0,292500.0
395495,54,Masculin,Married,0,Higher education,Working,3,112500.0
395504,29,Masculin,Civil marriage,1,Secondary / secondary special,Working,1,270000.0
395507,26,Masculin,Single / not married,0,Secondary / secondary special,Commercial associate,0,135000.0
395508,28,Masculin,Single / not married,0,Secondary / secondary special,Pensioner,0,157500.0
395509,38,Masculin,Married,0,Higher education,Commercial associate,4,270000.0
395513,28,Féminin,Single / not married,1,Secondary / secondary special,Working,2,189000.0
395515,57,Féminin,Married,0,Incomplete higher,Pensioner,0,40500.0
395517,43,Masculin,Married,1,Secondary / secondary special,Working,8,180000.0
395520,29,Féminin,Married,0,Incomplete higher,Working,9,157500.0
395524,30,Masculin,Married,4,Higher education,State servant,3,225000.0
395525,63,Féminin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
395533,35,Masculin,Married,0,Secondary / secondary special,Working,2,540000.0
395538,41,Masculin,Married,1,Secondary / secondary special,Commercial associate,3,94500.0
395545,40,Féminin,Married,1,Secondary / secondary special,Commercial associate,5,180000.0
395553,36,Féminin,Married,2,Secondary / secondary special,Working,5,315000.0
395576,38,Féminin,Civil marriage,1,Secondary / secondary special,Working,0,121500.0
395585,33,Masculin,Single / not married,0,Higher education,Commercial associate,0,90000.0
395590,28,Féminin,Married,1,Secondary / secondary special,Working,4,90000.0
395593,45,Féminin,Married,0,Secondary / secondary special,Working,17,157500.0
395595,43,Masculin,Married,0,Higher education,Pensioner,0,270000.0
395603,33,Féminin,Married,1,Higher education,Commercial associate,3,135000.0
395604,57,Féminin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
395611,29,Féminin,Civil marriage,1,Secondary / secondary special,Commercial associate,5,211500.0
395612,32,Masculin,Married,0,Secondary / secondary special,Working,3,135000.0
395617,41,Féminin,Married,1,Higher education,Commercial associate,6,157500.0
395624,45,Masculin,Married,1,Secondary / secondary special,Working,12,405000.0
395653,56,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,270000.0
395665,62,Féminin,Married,0,Secondary / secondary special,Pensioner,0,173250.0
395668,38,Féminin,Married,2,Secondary / secondary special,Working,4,180000.0
395672,55,Masculin,Civil marriage,0,Secondary / secondary special,Pensioner,0,135000.0
395677,29,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,3,202500.0
395692,48,Féminin,Married,0,Higher education,Working,14,157500.0
395693,50,Masculin,Married,0,Higher education,Working,20,162000.0
395694,43,Féminin,Married,0,Secondary / secondary special,Working,4,157500.0
395696,48,Féminin,Married,0,Higher education,Commercial associate,6,1260000.0
395699,60,Masculin,Married,0,Secondary / secondary special,Pensioner,0,76500.0
395703,39,Masculin,Married,0,Secondary / secondary special,Working,14,270000.0
395712,44,Masculin,Married,2,Secondary / secondary special,Commercial associate,2,157500.0
395731,43,Féminin,Single / not married,0,Secondary / secondary special,Working,0,90000.0
395732,64,Féminin,Civil marriage,0,Lower secondary,Pensioner,0,202500.0
395735,42,Masculin,Married,2,Higher education,Working,0,87750.0
395736,41,Masculin,Married,0,Secondary / secondary special,Working,6,225000.0
395744,43,Féminin,Single / not married,1,Secondary / secondary special,Commercial associate,2,450000.0
395763,51,Féminin,Married,0,Higher education,Pensioner,0,144000.0
395771,53,Féminin,Married,0,Higher education,Commercial associate,11,270000.0
395774,38,Féminin,Married,2,Secondary / secondary special,Working,4,67500.0
395784,46,Masculin,Married,0,Secondary / secondary special,Commercial associate,6,202500.0
395790,39,Féminin,Married,1,Secondary / secondary special,Commercial associate,1,112500.0
395792,27,Masculin,Married,0,Secondary / secondary special,Working,6,99000.0
395796,60,Féminin,Single / not married,0,Secondary / secondary special,Pensioner,0,63000.0
395808,53,Féminin,Married,0,Secondary / secondary special,Working,3,67500.0
395810,57,Féminin,Married,0,Secondary / secondary special,Working,2,247500.0
395814,32,Féminin,Civil marriage,1,Secondary / secondary special,Working,0,180000.0
395831,40,Féminin,Married,1,Secondary / secondary special,State servant,7,112500.0
395836,23,Féminin,Civil marriage,0,Higher education,Commercial associate,0,144000.0
395837,45,Féminin,Married,1,Higher education,Working,6,135000.0
395852,38,Féminin,Married,2,Higher education,Commercial associate,3,202500.0
395854,42,Féminin,Separated,0,Higher education,Commercial associate,8,157500.0
395856,42,Féminin,Married,0,Secondary / secondary special,Commercial associate,6,292500.0
395857,36,Masculin,Married,0,Higher education,Commercial associate,8,157500.0
395860,48,Féminin,Civil marriage,0,Secondary / secondary special,Working,9,157500.0
395862,43,Féminin,Married,0,Secondary / secondary special,Working,3,157500.0
395875,63,Féminin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
395880,62,Féminin,Married,0,Secondary / secondary special,Pensioner,0,207000.0
395893,38,Féminin,Married,0,Secondary / secondary special,Working,9,112500.0
395900,48,Féminin,Married,0,Secondary / secondary special,Working,3,180000.0
395908,49,Féminin,Married,0,Secondary / secondary special,Working,7,202500.0
395921,24,Masculin,Single / not married,0,Secondary / secondary special,Working,2,315000.0
395922,56,Masculin,Married,0,Higher education,Pensioner,0,247500.0
395926,45,Féminin,Married,0,Secondary / secondary special,Working,10,135000.0
395933,59,Masculin,Married,0,Higher education,Working,5,270000.0
395936,50,Féminin,Widow,0,Higher education,Commercial associate,19,225000.0
395940,45,Féminin,Married,0,Secondary / secondary special,Working,21,180000.0
395951,29,Féminin,Married,0,Secondary / secondary special,Working,5,157500.0
395964,35,Féminin,Married,1,Higher education,State servant,11,135000.0
395969,60,Féminin,Married,0,Secondary / secondary special,Pensioner,0,144000.0
395971,37,Féminin,Married,2,Secondary / secondary special,Working,12,225000.0
395973,51,Masculin,Married,0,Higher education,Pensioner,0,135000.0
395975,62,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,90000.0
395984,49,Féminin,Married,0,Secondary / secondary special,Working,3,67500.0
395993,34,Féminin,Married,0,Secondary / secondary special,State servant,12,81000.0
396012,56,Masculin,Widow,0,Secondary / secondary special,Pensioner,0,162000.0
396033,33,Masculin,Married,1,Secondary / secondary special,State servant,12,164250.0
396035,66,Féminin,Civil marriage,0,Secondary / secondary special,Pensioner,0,112500.0
396036,22,Masculin,Single / not married,0,Secondary / secondary special,Working,3,112500.0
396041,46,Féminin,Married,0,Secondary / secondary special,Working,7,472500.0
396048,48,Masculin,Civil marriage,0,Secondary / secondary special,Working,3,135000.0
396049,42,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,8,180000.0
396057,28,Féminin,Single / not married,0,Higher education,Working,2,135000.0
396060,64,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,225000.0
396063,47,Féminin,Civil marriage,0,Secondary / secondary special,Commercial associate,0,180000.0
396078,46,Masculin,Separated,0,Secondary / secondary special,Commercial associate,1,180000.0
396085,56,Masculin,Married,0,Secondary / secondary special,State servant,9,180000.0
396087,35,Féminin,Married,1,Secondary / secondary special,Commercial associate,5,517500.0
396094,50,Masculin,Married,0,Secondary / secondary special,Commercial associate,8,270000.0
396104,29,Féminin,Married,0,Higher education,Commercial associate,7,225000.0
396110,53,Féminin,Civil marriage,1,Higher education,Commercial associate,16,180000.0
396123,42,Masculin,Married,0,Secondary / secondary special,Working,3,135000.0
396139,50,Féminin,Married,0,Higher education,Working,2,207000.0
396160,53,Féminin,Civil marriage,0,Secondary / secondary special,Working,7,135000.0
396165,47,Féminin,Married,2,Higher education,Working,3,315000.0
396169,52,Féminin,Married,0,Secondary / secondary special,Working,6,90000.0
396182,58,Féminin,Married,0,Secondary / secondary special,Pensioner,0,157500.0
396200,55,Masculin,Single / not married,0,Secondary / secondary special,Working,6,253800.0
396201,37,Masculin,Married,0,Higher education,Commercial associate,17,225000.0
396202,42,Féminin,Married,2,Secondary / secondary special,Working,2,202500.0
396216,27,Féminin,Married,1,Secondary / secondary special,Working,3,74250.0
396227,22,Féminin,Single / not married,0,Higher education,Commercial associate,3,202500.0
396236,61,Féminin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
396240,50,Féminin,Married,1,Higher education,Working,2,157500.0
396249,32,Féminin,Married,0,Secondary / secondary special,Commercial associate,3,450000.0
396252,58,Féminin,Separated,0,Secondary / secondary special,Pensioner,0,180000.0
396253,38,Masculin,Married,0,Secondary / secondary special,Working,3,112500.0
396276,40,Masculin,Married,0,Secondary / secondary special,Working,1,360000.0
396297,37,Féminin,Married,1,Secondary / secondary special,Commercial associate,2,112500.0
396301,40,Féminin,Married,1,Secondary / secondary special,State servant,19,81000.0
396310,35,Féminin,Married,0,Higher education,Working,6,112500.0
396327,40,Masculin,Married,0,Secondary / secondary special,Commercial associate,5,202500.0
396330,32,Féminin,Married,2,Higher education,Commercial associate,1,202500.0
396331,47,Féminin,Civil marriage,0,Higher education,Commercial associate,10,112500.0
396334,53,Féminin,Married,0,Secondary / secondary special,State servant,10,135000.0
396337,50,Féminin,Separated,0,Secondary / secondary special,Working,2,202500.0
396343,42,Féminin,Married,1,Secondary / secondary special,Commercial associate,4,135000.0
396346,27,Masculin,Civil marriage,0,Higher education,Commercial associate,0,202500.0
396350,35,Masculin,Civil marriage,0,Secondary / secondary special,Working,1,180000.0
396368,47,Féminin,Married,0,Secondary / secondary special,Commercial associate,0,81000.0
396375,30,Féminin,Married,0,Secondary / secondary special,Working,5,112500.0
396378,29,Masculin,Single / not married,0,Incomplete higher,State servant,1,121500.0
396380,29,Féminin,Married,1,Secondary / secondary special,Working,1,90000.0
396393,58,Féminin,Married,0,Secondary / secondary special,Pensioner,0,360000.0
396397,37,Féminin,Married,2,Secondary / secondary special,Working,3,135000.0
396403,39,Féminin,Civil marriage,0,Secondary / secondary special,Commercial associate,1,202500.0
396404,22,Masculin,Civil marriage,1,Secondary / secondary special,Commercial associate,1,157500.0
396408,61,Féminin,Civil marriage,0,Secondary / secondary special,Pensioner,0,247500.0
396414,47,Féminin,Married,1,Secondary / secondary special,Commercial associate,7,157500.0
396418,34,Masculin,Married,1,Secondary / secondary special,Working,5,180000.0
396420,53,Masculin,Married,0,Secondary / secondary special,Working,1,292500.0
396426,43,Féminin,Married,0,Secondary / secondary special,Working,9,180000.0
396428,37,Masculin,Married,2,Secondary / secondary special,State servant,7,315000.0
396434,30,Masculin,Married,1,Secondary / secondary special,Working,0,180000.0
396435,25,Féminin,Civil marriage,0,Higher education,Working,3,135000.0
396437,59,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,45900.0
396442,24,Féminin,Married,0,Higher education,Commercial associate,0,135000.0
396444,30,Masculin,Married,1,Incomplete higher,State servant,8,162000.0
396449,48,Féminin,Married,0,Secondary / secondary special,Commercial associate,14,135000.0
396453,46,Masculin,Married,0,Secondary / secondary special,Working,12,225000.0
396464,35,Féminin,Separated,1,Secondary / secondary special,Working,6,135000.0
396474,49,Féminin,Married,1,Secondary / secondary special,Commercial associate,6,90000.0
396483,61,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,112500.0
396496,45,Féminin,Married,0,Secondary / secondary special,Working,13,112500.0
396501,51,Masculin,Married,0,Incomplete higher,Working,23,270000.0
396505,39,Féminin,Civil marriage,2,Higher education,Working,3,360000.0
396506,43,Masculin,Married,0,Secondary / secondary special,State servant,22,292500.0
396512,42,Féminin,Civil marriage,0,Secondary / secondary special,State servant,11,180000.0
396513,55,Féminin,Single / not married,0,Secondary / secondary special,Pensioner,0,180000.0
396518,44,Féminin,Married,1,Secondary / secondary special,State servant,6,157500.0
396530,64,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,121500.0
396542,26,Masculin,Married,0,Higher education,Working,7,247500.0
396549,57,Féminin,Single / not married,0,Higher education,Pensioner,0,540000.0
396553,41,Féminin,Married,0,Secondary / secondary special,Working,12,135000.0
396555,22,Masculin,Single / not married,0,Secondary / secondary special,Working,1,112500.0
396557,62,Féminin,Married,0,Higher education,Pensioner,0,180000.0
396562,43,Féminin,Separated,1,Secondary / secondary special,Commercial associate,10,90000.0
396566,59,Féminin,Married,0,Secondary / secondary special,Pensioner,0,148500.0
396588,51,Féminin,Married,0,Secondary / secondary special,Working,14,112500.0
396589,46,Féminin,Married,1,Secondary / secondary special,Working,4,292500.0
396590,29,Masculin,Single / not married,0,Secondary / secondary special,Working,2,126000.0
396597,57,Masculin,Married,0,Higher education,Pensioner,0,360000.0
396602,67,Féminin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
396609,22,Féminin,Single / not married,0,Incomplete higher,Working,2,112500.0
396614,43,Féminin,Married,1,Secondary / secondary special,Working,1,180000.0
396617,55,Féminin,Married,0,Secondary / secondary special,Pensioner,0,103500.0
396620,37,Féminin,Married,1,Secondary / secondary special,Working,6,180000.0
396625,32,Masculin,Married,0,Secondary / secondary special,Working,2,180000.0
